id,image,obj_text,ref_ids,json_data,depth_caption
000000001261,image/image_83.jpg,"['A glass bowl of food that is sitting on a whicker circle holder; bowl on right'
 'A plate with fruit on it behind two other dishes.; The plate holding the fruit']",[2 1],"[{'ref_id': 2, 'text': array(['A glass bowl of food that is sitting on a whicker circle holder',
        'bowl on right'], dtype=object)}
 {'ref_id': 1, 'text': array(['A plate with fruit on it behind two other dishes.',
        'The plate holding the fruit'], dtype=object)}                            ]","Closest: a pomegranate
----
Mid Range: a shadow of the person
----
Farthest: a plate
----
"
000000022287,image/image_84.jpg,"[""A zebra which is near the giraffe; Zebra standing next to a giraffe; baby nursing #don'tquit; 2nd zebra; zebra closest to giraffe; baby zebra in the middle; right zebra; zebra closer to graffe""
 'A zebra sniffs the rear of another zebra.; A black and white zebra standing in the dirt next to another zebra and a giaraff.; small zebra closer to camera; half zebra; zebra closes to you; zebra on the left; zebra on left; L zebra']",[2 1],"[{'ref_id': 2, 'text': array(['A zebra which is near the giraffe',
        'Zebra standing next to a giraffe', ""baby nursing #don'tquit"",
        '2nd zebra', 'zebra closest to giraffe',
        'baby zebra in the middle', 'right zebra',
        'zebra closer to graffe'], dtype=object)}
 {'ref_id': 1, 'text': array(['A zebra sniffs the rear of another zebra.',
        'A black and white zebra standing in the dirt next to another zebra and a giaraff.',
        'small zebra closer to camera', 'half zebra',
        'zebra closes to you', 'zebra on the left', 'zebra on left',
        'L zebra'], dtype=object)}                                                          ]","Closest: a giraffe
----
Mid Range: a giraffe
----
Farthest: a giraffe
----
"
000000032818,image/image_85.jpg,['The bench closest to the palm tree and on a concrete pedestal.; a bench in the shore near another bench'],[9],"[{'ref_id': 9, 'text': array(['The bench closest to the palm tree and on a concrete pedestal.',
        'a bench in the shore near another bench'], dtype=object)}                             ]","Closest: a broom
----
Mid Range: two people
----
Farthest: a surfboard
----
"
000000020188,image/image_86.jpg,"['A man holding a purple hat sitting on a skateboard.; man sitting on skateboard; sitting; dude; guy; man in the center with earrings and beard; MAN; Man, sitting'
 'A MAN IS STANDING; A MAN IS STANDING WEARING A BLUE JEANS; person in background, partially visible; person cutoff; man standing; blue backpack left of skakter dude head; man at edge; guy on left side cut off']",[1 2],"[{'ref_id': 1, 'text': array(['A man holding a purple hat sitting on a skateboard.',
        'man sitting on skateboard', 'sitting', 'dude', 'guy',
        'man in the center with earrings and beard', 'MAN', 'Man, sitting'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['A MAN IS STANDING', 'A MAN IS STANDING WEARING A BLUE JEANS',
        'person in background, partially visible', 'person cutoff',
        'man standing', 'blue backpack left of skakter dude head',
        'man at edge', 'guy on left side cut off'], dtype=object)}                          ]","Closest: a person
----
Mid Range: a man
----
Farthest: Liam Gallagher
----
"
000000007504,image/image_87.jpg,"['A clock on a wall calling the time in Bac Kinh as 8:30; The clock for bac kinh; BAC KINH clock face; bac kinn clock; BAC KINH clock; clock on right; Clock above the sign BAC KINN (FAR RIGHT); right clock'
 'A round wall clock showing London time next to two other clocks showing times for other cities.; clock on wall showing 12:21; luandon clock; luan don clock; luan don lock; clock left; left clock; left clock'
 'ha noi clock; HA NOI Clock; central clock; middle clock; middle clock']",[1 3 2],"[{'ref_id': 1, 'text': array(['A clock on a wall calling the time in Bac Kinh as 8:30',
        'The clock for bac kinh', 'BAC KINH clock face', 'bac kinn clock',
        'BAC KINH clock', 'clock on right',
        'Clock above the sign BAC KINN (FAR RIGHT)', 'right clock'],
       dtype=object)}
 {'ref_id': 3, 'text': array(['A round wall clock showing London time next to two other clocks showing times for other cities.',
        'clock on wall showing 12:21', 'luandon clock', 'luan don clock',
        'luan don lock', 'clock left', 'left clock', 'left clock'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['ha noi clock', 'HA NOI Clock', 'central clock', 'middle clock',
        'middle clock'], dtype=object)}                                                       ]","Closest: a clock
----
Mid Range: a man
----
Farthest: a clock
----
"
000000027070,image/image_88.jpg,"['The man whipping the elephant.; man in camo' 'the smaller elephant'
 'An elephant with a long trunk stands next to another elephant.; biggest elephant; elephant near camo guy walking towards us; big elephant; mostly visible; left elephant; left elephant; larger elephant, left']",[1 4 3],"[{'ref_id': 1, 'text': array(['The man whipping the elephant.', 'man in camo'], dtype=object)}
 {'ref_id': 4, 'text': array(['the smaller elephant'], dtype=object)}
 {'ref_id': 3, 'text': array(['An elephant with a long trunk stands next to another elephant.',
        'biggest elephant', 'elephant near camo guy walking towards us',
        'big elephant', 'mostly visible', 'left elephant', 'left elephant',
        'larger elephant, left'], dtype=object)}                                               ]","Closest: a woman
----
Mid Range: a car
----
Farthest: a man
----
"
000000016069,image/image_89.jpg,['The person in the rain slicker crossing the bridge.; A woman in a raincoat walking by the water.'],[1],"[{'ref_id': 1, 'text': array(['The person in the rain slicker crossing the bridge.',
        'A woman in a raincoat walking by the water.'], dtype=object)}              ]","Closest: a person walking on a boat
----
Mid Range: a boat
----
Farthest: a man
----
"
000000035945,image/image_90.jpg,"['A green chair with a boy in red sitting on it; green chair the child is sitting in'
 'A green, unoccupied chair near a colorful fire hydrant.; An empty green chair between a fire hydrant and a seated man'
 'Man sitting with legs crossed; a man  was sitting on chair'
 'the boy wearing a maroon shirt and blue jeans; A little boy in a red sweatshirt sitting at a table with two other, older, people.']",[10  9  3  2],"[{'ref_id': 10, 'text': array(['A green chair with a boy in red sitting on it',
        'green chair the child is sitting in'], dtype=object)}
 {'ref_id': 9, 'text': array(['A green, unoccupied chair near a colorful fire hydrant.',
        'An empty green chair between a fire hydrant and a seated man'],
       dtype=object)}
 {'ref_id': 3, 'text': array(['Man sitting with legs crossed', 'a man  was sitting on chair'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['the boy wearing a maroon shirt and blue jeans',
        'A little boy in a red sweatshirt sitting at a table with two other, older, people.'],
       dtype=object)}                                                                         ]","Closest: a chair
----
Mid Range: a street lamp
----
Farthest: a red trash can
----
"
000000016836,image/image_91.jpg,"['A square doughnut lying partially under a round doughnut.; This is a square donut with nuts and glaze.'
 'A round donut.; The round donut; donut closer to you; round donut; round donut; round doughnut; big donut near us']",[1 2],"[{'ref_id': 1, 'text': array(['A square doughnut lying partially under a round doughnut.',
        'This is a square donut with nuts and glaze.'], dtype=object)}
 {'ref_id': 2, 'text': array(['A round donut.', 'The round donut', 'donut closer to you',
        'round donut', 'round donut', 'round doughnut',
        'big donut near us'], dtype=object)}                                             ]","Closest: a vinyl record
----
Mid Range: a donut
----
Farthest: a squid
----
"
000000037169,image/image_92.jpg,['Red bus on a road; A single story red bus number 272.'],[13],"[{'ref_id': 13, 'text': array(['Red bus on a road', 'A single story red bus number 272.'],
       dtype=object)}                                                                     ]","Closest: a bus
----
Mid Range: a wall
----
Farthest: a town centre
----
"
000000038552,image/image_93.jpg,"['A sheep in the middle of two other sheep.; A small sheep standing between two other sheep.; lamb number two; not the one eating grass but the one next to it; sheep closer to eating sheep; middle animal; middle sheep'
 'Lamb in a meadow grazing next to two other lambs.; A sheep eating grass; sheep looking down; head down; im eating grass; sheep with head down; right sheep; sheep far right'
 'tallest; closest in corner; closest to tree; left animal; left goat']",[1 2 3],"[{'ref_id': 1, 'text': array(['A sheep in the middle of two other sheep.',
        'A small sheep standing between two other sheep.',
        'lamb number two',
        'not the one eating grass but the one next to it',
        'sheep closer to eating sheep', 'middle animal', 'middle sheep'],
       dtype=object)}
 {'ref_id': 2, 'text': array(['Lamb in a meadow grazing next to two other lambs.',
        'A sheep eating grass', 'sheep looking down', 'head down',
        'im eating grass', 'sheep with head down', 'right sheep',
        'sheep far right'], dtype=object)}
 {'ref_id': 3, 'text': array(['tallest', 'closest in corner', 'closest to tree', 'left animal',
        'left goat'], dtype=object)}                                                           ]","Closest: sheep
----
Mid Range: a sheep
----
Farthest: two sheep
----
"
000000018819,image/image_94.jpg,['mouthwash; A plastic bottle of blue mouth wash on a sink in the bathroom.'],[2],"[{'ref_id': 2, 'text': array(['mouthwash',
        'A plastic bottle of blue mouth wash on a sink in the bathroom.'],
       dtype=object)}                                                     ]","Closest: a cat
----
Mid Range: a cat
----
Farthest: a cat
----
"
000000037862,image/image_95.jpg,['the little dog with black fur; smallest; bottom dawg; dog in front'],[2],"[{'ref_id': 2, 'text': array(['the little dog with black fur', 'smallest', 'bottom dawg',
        'dog in front'], dtype=object)}                                                  ]","Closest: three cats
----
Mid Range: a guitar
----
Farthest: the floor
----
"
000000011774,image/image_96.jpg,"['man holding two plates; Short guy with smores; dark shirt; dude with grey hair; darker shirt guy; Man left side; man on left'
 'A man in a red shirt.; A man in a red shirt eating sweets with his friend; red shirt; Red shirt; red shirt; guy in red; ugly red shirt']",[2 1],"[{'ref_id': 2, 'text': array(['man holding two plates', 'Short guy with smores', 'dark shirt',
        'dude with grey hair', 'darker shirt guy', 'Man left side',
        'man on left'], dtype=object)}
 {'ref_id': 1, 'text': array(['A man in a red shirt.',
        'A man in a red shirt eating sweets with his friend', 'red shirt',
        'Red shirt', 'red shirt', 'guy in red', 'ugly red shirt'],
       dtype=object)}                                                     ]","Closest: two men
----
Mid Range: a couple
----
Farthest: two people
----
"
000000007852,image/image_97.jpg,"['The old school fire truck with a blue engine top.; An antique fire truck with a ladder on top of it.'
 'firetruck in the right hand picture; The red fire truck furthest to the right.']",[1 2],"[{'ref_id': 1, 'text': array(['The old school fire truck with a blue engine top.',
        'An antique fire truck with a ladder on top of it.'], dtype=object)}
 {'ref_id': 2, 'text': array(['firetruck in the right hand picture',
        'The red fire truck furthest to the right.'], dtype=object)}]","Closest: a red tractor
----
Mid Range: a black shadow
----
Farthest: a fire truck
----
"
000000002411,image/image_98.jpg,"['The white piece of cake; The slice of cake on the left.; white cake; Lighter colored slice of cake.; White cake.; cake on left; light cake'
 'A piece of chocolate layer cake on a floral patterned dish.; Chocolate dessert cake on a plate.; the chocolate slice; chocolate dessert; dark slice; chocolate cake; dessert on right; the dark chocolate cake on a plate']",[5 4],"[{'ref_id': 5, 'text': array(['The white piece of cake', 'The slice of cake on the left.',
        'white cake', 'Lighter colored slice of cake.', 'White cake.',
        'cake on left', 'light cake'], dtype=object)}
 {'ref_id': 4, 'text': array(['A piece of chocolate layer cake on a floral patterned dish.',
        'Chocolate dessert cake on a plate.', 'the chocolate slice',
        'chocolate dessert', 'dark slice', 'chocolate cake',
        'dessert on right', 'the dark chocolate cake on a plate'],
       dtype=object)}                                                                       ]","Closest: a broken plate
----
Mid Range: a paper boat
----
Farthest: a cat
----
"
000000034739,image/image_99.jpg,"['A smiling bear covered in green moss.; Rocks that look like Winnie-the-poo, facing the camera; filthy winnie the pooh; pooh bear; bear with face; Winnie the Pooh; right bear; bear with yellow'
 'A TOY TEDDY BEAR HOLDING A GIRL BABY TOY; SOME FIGURES MADE ON ROCK; bear holding doll; big stone bear; bear with girl; left bear; left bear']",[2 1],"[{'ref_id': 2, 'text': array(['A smiling bear covered in green moss.',
        'Rocks that look like Winnie-the-poo, facing the camera',
        'filthy winnie the pooh', 'pooh bear', 'bear with face',
        'Winnie the Pooh', 'right bear', 'bear with yellow'], dtype=object)}
 {'ref_id': 1, 'text': array(['A TOY TEDDY BEAR HOLDING A GIRL BABY TOY',
        'SOME FIGURES MADE ON ROCK', 'bear holding doll', 'big stone bear',
        'bear with girl', 'left bear', 'left bear'], dtype=object)}        ]","Closest: a teddy bear
----
Mid Range: a stone wall
----
Farthest: a monkey
----
"
